patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
a6846099-f729-4951-8591-31d2bbda0242,BN_0024,941629821539,2000s,0713433200,patient.0024@example.org,"Ocean Park 3, Văn Giang, Hưng Yên",Khỏe mạnh,4.16,BS. Đặng Gia Khánh,10/03/2026
4797b2c9-5720-4246-8223-623bcc3ebdde,BN_0025,213114812281,2000s,0579176936,patient.0025@example.com,"Ocean Park 3, Văn Giang, Hưng Yên",Huyết áp cao,10.58,BS. Nguyễn Hoài An,13/03/2026
58007c02-87ea-4ff5-8db0-674679279973,BN_0026,517010168081,1990s,0863201632,patient.0026@example.net,"Ocean Park 3, Văn Giang, Hưng Yên",Khỏe mạnh,6.36,BS. Lê Thanh Huyền,03/01/2026
4639447b-2067-4dac-88bd-13d1b540b30e,BN_0027,491257417623,1970s,0970831727,patient.0027@example.org,"Ocean Park 1, Gia Lâm, Hà Nội",Khỏe mạnh,6.28,BS. Phạm Thu Trang,30/01/2026
f2f9e5fa-9016-4161-8fa7-01cd2631d00b,BN_0028,481597082643,1950s,0989579868,patient.0028@example.com,"Ocean Park 1, Gia Lâm, Hà Nội",Khỏe mạnh,9.19,BS. Đỗ Ngọc Minh,03/02/2026
00af5b3a-2812-459a-9337-739e8d4f5d27,BN_0029,390355792387,1930s,0827743487,patient.0029@example.net,"Ocean Park 1, Gia Lâm, Hà Nội",Tiểu đường,9.43,BS. Trần Bảo Ngọc,12/01/2026
9854ce4e-4ebf-45c3-8ae9-b4a72a79ea68,BN_0030,150711229823,1990s,0547143455,patient.0030@example.org,"Ocean Park 1, Gia Lâm, Hà Nội",Huyết áp cao,9.74,BS. Lê Quang Hưng,22/04/2026
2cd94cbb-c19a-458c-835b-1c8c0a4c9f7f,BN_0031,605645347792,1990s,0912236231,patient.0031@example.com,"Ocean Park 1, Gia Lâm, Hà Nội",Tim mạch,5.05,BS. Vũ Minh Châu,03/03/2026
f85e06a1-1dad-49b2-92c2-1221409d3602,BN_0032,235447068293,1990s,0865876036,patient.0032@example.net,"Ocean Park 2, Văn Giang, Hưng Yên",Tiểu đường,6.0,BS. Đặng Gia Khánh,05/06/2026
4f8d5238-288b-48b5-b5b4-53ca3d42993c,BN_0033,187525138707,1940s,0890967054,patient.0033@example.org,"Ocean Park 2, Văn Giang, Hưng Yên",Tiểu đường,9.81,BS. Nguyễn Hoài An,09/04/2026
dd30de89-22f2-45f2-a11b-868dbf0d073d,BN_0034,424493543665,1980s,0868893734,patient.0034@example.com,"Ocean Park 2, Văn Giang, Hưng Yên",Tiểu đường,8.2,BS. Lê Thanh Huyền,09/01/2026
b489d070-7914-48a8-bea4-ff31517400f8,BN_0035,790757033266,1940s,0870656272,patient.0035@example.net,"Ocean Park 2, Văn Giang, Hưng Yên",Huyết áp cao,4.77,BS. Phạm Thu Trang,02/05/2026
7cea2045-c268-483e-a32f-2e63b7fddd71,BN_0036,498837994177,1960s,0980699016,patient.0036@example.org,"Ocean Park 3, Văn Giang, Hưng Yên",Tiểu đường,11.55,BS. Đỗ Ngọc Minh,20/04/2026
2b840c67-2e18-4554-8ae2-8e66ae8a7813,BN_0037,312933106111,1960s,0572046537,patient.0037@example.com,"Ocean Park 3, Văn Giang, Hưng Yên",Tiểu đường,9.34,BS. Trần Bảo Ngọc,14/06/2026
627b41a1-ffd6-4232-b2ff-e2944d57d880,BN_0038,176040557040,1980s,0756464170,patient.0038@example.net,"Ocean Park 3, Văn Giang, Hưng Yên",Khỏe mạnh,11.51,BS. Lê Quang Hưng,01/03/2026
945ef2e4-088a-43ec-b0d9-c9f8c9e26074,BN_0039,826046287257,1970s,0905310033,patient.0039@example.org,"Ocean Park 3, Văn Giang, Hưng Yên",Khỏe mạnh,7.91,BS. Vũ Minh Châu,28/01/2026
dc322c97-39c1-4262-b76c-8edec1101266,BN_0040,947087372942,1980s,0392327193,patient.0040@example.com,"Ocean Park 1, Gia Lâm, Hà Nội",Khỏe mạnh,4.25,BS. Đặng Gia Khánh,04/05/2026
b379cb1e-e8cd-40cc-b6da-3ca0d2e82f38,BN_0041,517045625552,1950s,0845299124,patient.0041@example.net,"Ocean Park 1, Gia Lâm, Hà Nội",Tim mạch,7.22,BS. Nguyễn Hoài An,21/03/2026
08601833-479d-4cda-b396-ea37f065c817,BN_0042,599410093881,1960s,0390496631,patient.0042@example.org,"Ocean Park 1, Gia Lâm, Hà Nội",Khỏe mạnh,10.6,BS. Lê Thanh Huyền,10/02/2026
dea45c19-d024-4d72-b748-967f961d33ba,BN_0043,277660601409,1930s,0931491905,patient.0043@example.com,"Ocean Park 1, Gia Lâm, Hà Nội",Khỏe mạnh,10.85,BS. Phạm Thu Trang,13/04/2026
79eb4168-1045-46e5-bee3-eb791d181ee9,BN_0044,488136971784,1950s,0965185067,patient.0044@example.net,"Ocean Park 1, Gia Lâm, Hà Nội",Huyết áp cao,7.71,BS. Đỗ Ngọc Minh,25/01/2026
95da75c1-a211-40f9-9fd3-4579466772ce,BN_0045,835339233454,2000s,0365726284,patient.0045@example.org,"Ocean Park 2, Văn Giang, Hưng Yên",Tim mạch,10.74,BS. Trần Bảo Ngọc,14/03/2026
ec48bf55-afd3-40c4-a713-582cf41ea3ac,BN_0046,869945806981,1940s,0987769453,patient.0046@example.com,"Ocean Park 2, Văn Giang, Hưng Yên",Tiểu đường,5.99,BS. Lê Quang Hưng,10/03/2026
36760ce5-81e5-49f6-93f2-77cc1a85910d,BN_0047,851347210313,1980s,0347379965,patient.0047@example.net,"Ocean Park 2, Văn Giang, Hưng Yên",Khỏe mạnh,5.67,BS. Vũ Minh Châu,14/01/2026
f8c88fae-a217-4f84-bdb0-25ff2451e5a4,BN_0048,180092702123,1960s,0375273545,patient.0048@example.org,"Ocean Park 2, Văn Giang, Hưng Yên",Tim mạch,8.39,BS. Đặng Gia Khánh,23/02/2026
1d2324e6-8329-40b7-8143-f426372f871a,BN_0049,798400899699,2000s,0794808313,patient.0049@example.com,"Ocean Park 3, Văn Giang, Hưng Yên",Khỏe mạnh,3.78,BS. Nguyễn Hoài An,17/05/2026
d556b37d-8f08-41ee-8011-316b3ae88926,BN_0050,684850587137,1990s,0878377701,patient.0050@example.net,"Ocean Park 3, Văn Giang, Hưng Yên",Tiểu đường,4.7,BS. Lê Thanh Huyền,17/02/2026
862268d1-6683-4107-96c0-44d06f887f28,BN_0051,369419548116,1980s,0736349578,patient.0051@example.org,"Ocean Park 3, Văn Giang, Hưng Yên",Tim mạch,11.28,BS. Phạm Thu Trang,28/05/2026
2d5972c6-134a-4a2f-a7cf-705cc257cf73,BN_0052,607507949295,1990s,0956855744,patient.0052@example.com,"Ocean Park 3, Văn Giang, Hưng Yên",Huyết áp cao,11.03,BS. Đỗ Ngọc Minh,15/01/2026
daf481a7-fa34-42e8-9d3f-7d7ea508dc95,BN_0053,397982492151,2000s,0731351823,patient.0053@example.net,"Ocean Park 1, Gia Lâm, Hà Nội",Khỏe mạnh,4.28,BS. Trần Bảo Ngọc,18/02/2026
707df251-fdb1-429e-b010-ed13b526b22d,BN_0054,858663022120,1980s,0574989413,patient.0054@example.org,"Ocean Park 1, Gia Lâm, Hà Nội",Huyết áp cao,8.09,BS. Lê Quang Hưng,26/01/2026
15b02530-f020-4992-b576-255e98549f22,BN_0055,342910249529,1980s,0735240824,patient.0055@example.com,"Ocean Park 1, Gia Lâm, Hà Nội",Tiểu đường,7.34,BS. Vũ Minh Châu,12/06/2026
09a9d1c1-86ca-46f4-a238-fe93bd17c5e8,BN_0056,459422681391,1980s,0308427109,patient.0056@example.net,"Ocean Park 1, Gia Lâm, Hà Nội",Tim mạch,8.81,BS. Đặng Gia Khánh,02/03/2026
78116802-c8cc-4cfe-8f01-f944f7315749,BN_0057,945433611429,1990s,0777752047,patient.0057@example.org,"Ocean Park 1, Gia Lâm, Hà Nội",Khỏe mạnh,9.7,BS. Nguyễn Hoài An,29/05/2026
e7c225da-7306-4588-85d5-a68d290a3abb,BN_0058,163462436409,1990s,0316719022,patient.0058@example.com,"Ocean Park 2, Văn Giang, Hưng Yên",Tiểu đường,6.99,BS. Lê Thanh Huyền,28/05/2026
9d8776a0-72d7-4bdd-b817-99ffb49e04cc,BN_0059,984901132451,1930s,0941318699,patient.0059@example.net,"Ocean Park 2, Văn Giang, Hưng Yên",Khỏe mạnh,10.68,BS. Phạm Thu Trang,16/02/2026
6de299a1-4a90-4d0c-a4c1-73b9b7f28572,BN_0060,539441524732,1960s,0938677496,patient.0060@example.org,"Ocean Park 2, Văn Giang, Hưng Yên",Khỏe mạnh,7.07,BS. Đỗ Ngọc Minh,08/03/2026
a0d572c8-a837-4e68-bba2-05ca3dba6da8,BN_0061,169869415070,1950s,0799091334,patient.0061@example.com,"Ocean Park 2, Văn Giang, Hưng Yên",Tim mạch,5.33,BS. Trần Bảo Ngọc,22/06/2026
4f612217-eef1-4694-90ca-e32d0aba590e,BN_0062,726820024292,1940s,0323281206,patient.0062@example.net,"Ocean Park 3, Văn Giang, Hưng Yên",Tim mạch,6.29,BS. Lê Quang Hưng,05/06/2026
14348f62-6cac-428c-ba22-006515260718,BN_0063,889742985454,1970s,0897403447,patient.0063@example.org,"Ocean Park 3, Văn Giang, Hưng Yên",Khỏe mạnh,9.53,BS. Vũ Minh Châu,11/05/2026
83599af6-5d01-455f-a7fd-64c4a334058a,BN_0064,333279765207,1990s,0334936183,patient.0064@example.com,"Ocean Park 3, Văn Giang, Hưng Yên",Tim mạch,5.38,BS. Đặng Gia Khánh,13/04/2026
a6499cdc-507b-4072-a5e5-8f345df06e8c,BN_0065,648275934229,1930s,0542102499,patient.0065@example.net,"Ocean Park 3, Văn Giang, Hưng Yên",Khỏe mạnh,9.91,BS. Nguyễn Hoài An,10/05/2026
8ccc9cea-109f-48ee-b5a4-720058f0dd23,BN_0066,808302588517,1950s,0771746488,patient.0066@example.org,"Ocean Park 1, Gia Lâm, Hà Nội",Tiểu đường,6.63,BS. Lê Thanh Huyền,15/01/2026
a4704d48-5128-49b1-b8ed-e0ca20156a72,BN_0067,256589576361,2000s,0871906594,patient.0067@example.com,"Ocean Park 1, Gia Lâm, Hà Nội",Tiểu đường,10.39,BS. Phạm Thu Trang,18/02/2026
8d03f17a-f4d3-45c1-a293-19fa3240d7a1,BN_0068,251461507038,2000s,0313990490,patient.0068@example.net,"Ocean Park 1, Gia Lâm, Hà Nội",Tiểu đường,6.3,BS. Đỗ Ngọc Minh,26/02/2026
7ba24588-4d56-4a3d-b4e7-069aa4540937,BN_0069,917103043320,1940s,0578742967,patient.0069@example.org,"Ocean Park 1, Gia Lâm, Hà Nội",Tiểu đường,8.99,BS. Trần Bảo Ngọc,01/04/2026
3f779cae-7318-496d-8479-06121f5d988f,BN_0070,690821577339,1980s,0375655125,patient.0070@example.com,"Ocean Park 1, Gia Lâm, Hà Nội",Tim mạch,10.95,BS. Lê Quang Hưng,10/03/2026
7eb162f1-4806-4804-8cf0-374c0c74dc0f,BN_0071,921467220156,1950s,0874680715,patient.0071@example.net,"Ocean Park 2, Văn Giang, Hưng Yên",Khỏe mạnh,11.18,BS. Vũ Minh Châu,24/01/2026
64d6dfbf-18c0-4e2b-b99f-070420f0156a,BN_0072,570662212985,1960s,0751680876,patient.0072@example.org,"Ocean Park 2, Văn Giang, Hưng Yên",Tiểu đường,5.92,BS. Đặng Gia Khánh,09/04/2026
7d66971e-8847-4c56-827c-9f8cd40ac5e9,BN_0073,743806247029,1980s,0338597703,patient.0073@example.com,"Ocean Park 2, Văn Giang, Hưng Yên",Tiểu đường,6.21,BS. Nguyễn Hoài An,22/04/2026
30d73df7-1c22-4cea-b355-56a5f2bd92f2,BN_0074,496852403351,1990s,0782477109,patient.0074@example.net,"Ocean Park 2, Văn Giang, Hưng Yên",Tiểu đường,10.1,BS. Lê Thanh Huyền,12/05/2026
ae455cc6-b88e-430f-9e1e-994ac5a11f5c,BN_0075,254608246768,1960s,0524808613,patient.0075@example.org,"Ocean Park 3, Văn Giang, Hưng Yên",Tim mạch,5.54,BS. Phạm Thu Trang,26/02/2026
b6d1f6bb-f48f-409c-89a2-24410ac4de85,BN_0076,643354278056,1970s,0371274846,patient.0076@example.com,"Ocean Park 3, Văn Giang, Hưng Yên",Tim mạch,5.55,BS. Đỗ Ngọc Minh,02/01/2026
edd97a1a-fa58-4b27-8ce3-e7c3f6eab3a0,BN_0077,929319141080,2000s,0873782639,patient.0077@example.net,"Ocean Park 3, Văn Giang, Hưng Yên",Tim mạch,11.43,BS. Trần Bảo Ngọc,20/06/2026
9165f2ed-4c63-4e95-825f-55430997623a,BN_0078,267974663989,1990s,0921465840,patient.0078@example.org,"Ocean Park 3, Văn Giang, Hưng Yên",Khỏe mạnh,6.62,BS. Lê Quang Hưng,10/06/2026
1634725b-53f3-4073-83e9-6ef46d7df5d0,BN_0079,274493552068,1950s,0749972787,patient.0079@example.com,"Ocean Park 1, Gia Lâm, Hà Nội",Tim mạch,7.3,BS. Vũ Minh Châu,01/04/2026
afa28559-67c9-4204-a8e3-33b64e8adc4b,BN_0080,850726264460,1980s,0758867533,patient.0080@example.net,"Ocean Park 1, Gia Lâm, Hà Nội",Tiểu đường,8.64,BS. Đặng Gia Khánh,25/06/2026
89628f6e-929c-43b3-b3c0-8bf18167999f,BN_0081,754648192232,1990s,0963605766,patient.0081@example.org,"Ocean Park 1, Gia Lâm, Hà Nội",Tim mạch,10.09,BS. Nguyễn Hoài An,23/04/2026
58330b30-6c77-4e95-8b98-1ccd12b2102d,BN_0082,521179644432,1940s,0570289517,patient.0082@example.com,"Ocean Park 1, Gia Lâm, Hà Nội",Huyết áp cao,10.25,BS. Lê Thanh Huyền,15/04/2026
ba54e920-2099-4180-8762-3997649f7d88,BN_0083,754474071330,1970s,0387026217,patient.0083@example.net,"Ocean Park 1, Gia Lâm, Hà Nội",Khỏe mạnh,10.04,BS. Phạm Thu Trang,07/01/2026
b40a9181-ac09-4db7-9908-6e477249f62c,BN_0084,615379416985,1990s,0759615865,patient.0084@example.org,"Ocean Park 2, Văn Giang, Hưng Yên",Huyết áp cao,6.24,BS. Đỗ Ngọc Minh,12/01/2026
e134edfc-9777-4f10-b2d2-393f8e85140d,BN_0085,377150435753,1940s,0880913431,patient.0085@example.com,"Ocean Park 2, Văn Giang, Hưng Yên",Tim mạch,10.66,BS. Trần Bảo Ngọc,17/02/2026
a58e83dd-548c-4d84-b40d-e04941476506,BN_0086,709761138617,1940s,0811724005,patient.0086@example.net,"Ocean Park 2, Văn Giang, Hưng Yên",Tiểu đường,4.84,BS. Lê Quang Hưng,27/06/2026
b42a2d93-9aba-4f15-b214-90623e1a963e,BN_0087,847373620112,1970s,0345562386,patient.0087@example.org,"Ocean Park 2, Văn Giang, Hưng Yên",Khỏe mạnh,5.61,BS. Vũ Minh Châu,04/01/2026
95831d58-ef4c-4119-8da5-d39b42c21797,BN_0088,227649528249,1980s,0922219693,patient.0088@example.com,"Ocean Park 3, Văn Giang, Hưng Yên",Khỏe mạnh,7.8,BS. Đặng Gia Khánh,12/06/2026
d1682e09-f1f7-4904-9307-5157d8c128e7,BN_0089,926939990836,1990s,0892374740,patient.0089@example.net,"Ocean Park 3, Văn Giang, Hưng Yên",Khỏe mạnh,3.93,BS. Nguyễn Hoài An,21/05/2026
49646b96-fa3c-4628-8926-21df465568b7,BN_0090,942959595464,1950s,0848217594,patient.0090@example.org,"Ocean Park 3, Văn Giang, Hưng Yên",Huyết áp cao,5.19,BS. Lê Thanh Huyền,19/01/2026
8d7dd772-608e-4f5c-a117-727067c0518b,BN_0091,476415064723,1940s,0847436713,patient.0091@example.com,"Ocean Park 3, Văn Giang, Hưng Yên",Tim mạch,8.55,BS. Phạm Thu Trang,08/05/2026
d9b59f84-edc3-41c3-adea-2d2d086c405f,BN_0092,422601660137,1950s,0895944064,patient.0092@example.net,"Ocean Park 1, Gia Lâm, Hà Nội",Tiểu đường,8.46,BS. Đỗ Ngọc Minh,30/05/2026
658e54a2-9879-4f35-b471-99869d264599,BN_0093,273665994394,2000s,0390974395,patient.0093@example.org,"Ocean Park 1, Gia Lâm, Hà Nội",Tiểu đường,9.5,BS. Trần Bảo Ngọc,02/01/2026
5c238d8d-71da-45b9-8eea-9db8f165d779,BN_0094,101948728483,1940s,0539421047,patient.0094@example.com,"Ocean Park 1, Gia Lâm, Hà Nội",Tim mạch,5.41,BS. Lê Quang Hưng,25/06/2026
926bffa5-3e24-4fbf-ba69-8cd2fe2390f3,BN_0095,894370590668,1970s,0395214562,patient.0095@example.net,"Ocean Park 1, Gia Lâm, Hà Nội",Tim mạch,11.35,BS. Vũ Minh Châu,06/03/2026
cdd7f460-6140-47d3-9ec4-ea48d773f98d,BN_0096,894035742189,1950s,0528588424,patient.0096@example.org,"Ocean Park 1, Gia Lâm, Hà Nội",Tim mạch,9.6,BS. Đặng Gia Khánh,06/01/2026
f166cdcf-762c-4fbc-ba2a-a7baf3f81c31,BN_0097,939668623711,1940s,0845171236,patient.0097@example.com,"Ocean Park 2, Văn Giang, Hưng Yên",Tiểu đường,11.98,BS. Nguyễn Hoài An,17/05/2026
98049562-8972-4bbd-8ff2-b1c4e53f9644,BN_0098,654818085172,1980s,0951604817,patient.0098@example.net,"Ocean Park 2, Văn Giang, Hưng Yên",Tiểu đường,6.31,BS. Lê Thanh Huyền,04/04/2026
eba900e1-6a7d-4d96-8ba1-72331ac3bf31,BN_0099,219883823727,1980s,0749651370,patient.0099@example.org,"Ocean Park 2, Văn Giang, Hưng Yên",Huyết áp cao,3.56,BS. Phạm Thu Trang,18/04/2026
6d268b37-8f52-42d3-94bb-bcf828fea761,BN_0100,790933616150,1960s,0985931746,patient.0100@example.com,"Ocean Park 2, Văn Giang, Hưng Yên",Tim mạch,6.62,BS. Đỗ Ngọc Minh,30/03/2026
dcd5bfae-abb3-46a7-8329-97801d2c2721,BN_0101,656795048359,1980s,0320047113,patient.0101@example.net,"Ocean Park 3, Văn Giang, Hưng Yên",Tiểu đường,4.02,BS. Trần Bảo Ngọc,26/04/2026
6c4c450b-623a-40fc-9326-7d25234b4562,BN_0102,317363871943,1950s,0926758692,patient.0102@example.org,"Ocean Park 3, Văn Giang, Hưng Yên",Khỏe mạnh,7.38,BS. Lê Quang Hưng,18/05/2026
2ad11fe8-7d1b-495e-b1a0-449dd703262f,BN_0103,508678332797,1960s,0817964053,patient.0103@example.com,"Ocean Park 3, Văn Giang, Hưng Yên",Khỏe mạnh,5.03,BS. Vũ Minh Châu,27/02/2026
7321a8b2-0840-405a-bfd2-f491dff389aa,BN_0104,279368618081,1990s,0873515850,patient.0104@example.net,"Ocean Park 3, Văn Giang, Hưng Yên",Khỏe mạnh,9.22,BS. Đặng Gia Khánh,02/02/2026
4aea1b8f-b43c-4e0a-ba9f-c10e52daf681,BN_0105,757132452561,2000s,0843171390,patient.0105@example.org,"Ocean Park 1, Gia Lâm, Hà Nội",Tiểu đường,7.29,BS. Nguyễn Hoài An,20/03/2026
b1d81887-4739-4c7b-bff3-0c8d83ff3e96,BN_0106,638263151675,1930s,0353293183,patient.0106@example.com,"Ocean Park 1, Gia Lâm, Hà Nội",Huyết áp cao,7.02,BS. Lê Thanh Huyền,20/01/2026
75a72686-d632-4d31-88ac-ffcfa04d4d14,BN_0107,220342736258,1990s,0933529042,patient.0107@example.net,"Ocean Park 1, Gia Lâm, Hà Nội",Huyết áp cao,10.72,BS. Phạm Thu Trang,21/05/2026
6de21429-3bf0-49c1-8156-e501b30e96e8,BN_0108,499127439409,1930s,0584210205,patient.0108@example.org,"Ocean Park 1, Gia Lâm, Hà Nội",Tiểu đường,5.78,BS. Đỗ Ngọc Minh,13/03/2026
61fa01ba-231a-47c7-8c9b-ff5ce1887eaf,BN_0109,988335239225,1930s,0595024026,patient.0109@example.com,"Ocean Park 1, Gia Lâm, Hà Nội",Tim mạch,10.09,BS. Trần Bảo Ngọc,06/05/2026
99db1302-8dab-46d3-bf87-dfc2159152f2,BN_0110,363313768191,1960s,0911775891,patient.0110@example.net,"Ocean Park 2, Văn Giang, Hưng Yên",Tiểu đường,5.72,BS. Lê Quang Hưng,30/05/2026
1149d096-965d-444f-8445-c1a812af97e4,BN_0111,362241791770,1940s,0883908470,patient.0111@example.org,"Ocean Park 2, Văn Giang, Hưng Yên",Khỏe mạnh,5.06,BS. Vũ Minh Châu,04/05/2026
ae59aa52-a65b-422b-95a3-86d9c362a810,BN_0112,726541280440,1960s,0376617711,patient.0112@example.com,"Ocean Park 2, Văn Giang, Hưng Yên",Khỏe mạnh,3.63,BS. Đặng Gia Khánh,25/01/2026
44cdbfdd-df9b-441e-87f7-bda1bff15840,BN_0113,189966462838,1990s,0792124998,patient.0113@example.net,"Ocean Park 2, Văn Giang, Hưng Yên",Tim mạch,10.43,BS. Nguyễn Hoài An,14/02/2026
0b461173-00a8-4473-8242-5912bda3c162,BN_0114,903526763113,1990s,0769847896,patient.0114@example.org,"Ocean Park 3, Văn Giang, Hưng Yên",Tiểu đường,7.75,BS. Lê Thanh Huyền,06/06/2026
f43e8c48-0bc1-49e5-bb3d-f0638409c5ea,BN_0115,995440510689,1970s,0318367365,patient.0115@example.com,"Ocean Park 3, Văn Giang, Hưng Yên",Huyết áp cao,9.89,BS. Phạm Thu Trang,05/01/2026
a2cd1590-58af-493c-8aa2-b4c93ba5bd76,BN_0116,687382313669,1980s,0866156545,patient.0116@example.net,"Ocean Park 3, Văn Giang, Hưng Yên",Khỏe mạnh,11.74,BS. Đỗ Ngọc Minh,21/04/2026
f6d70248-a995-4cc3-af5b-09a60ff1c51f,BN_0117,240728187316,1970s,0571111615,patient.0117@example.org,"Ocean Park 3, Văn Giang, Hưng Yên",Khỏe mạnh,9.55,BS. Trần Bảo Ngọc,30/05/2026
769de1e3-4eed-4124-b3b0-d6763527a5c8,BN_0118,822105942877,1950s,0580988516,patient.0118@example.com,"Ocean Park 1, Gia Lâm, Hà Nội",Tiểu đường,3.72,BS. Lê Quang Hưng,06/06/2026
030f9be9-1f17-4f93-a3c9-7a1ecb371d97,BN_0119,282750014896,1950s,0760494519,patient.0119@example.net,"Ocean Park 1, Gia Lâm, Hà Nội",Tim mạch,5.78,BS. Vũ Minh Châu,10/01/2026
